epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,600.623,4.108,5.34711,3.73163,1e-05,0.00469,1e-05,0,5.61176,6.11364,4.3627,0.000660436,0.000660436,0.000660436
